1.96	,	94.17
2.45	,	92.68
2.94	,	91.2
2.81	,	91.59
2.54	,	92.4
2.28	,	93.2
2.02	,	94
2.07	,	93.83
2.34	,	92.97
2.62	,	92.11
2.89	,	91.26
3.3	,	89.97
3.96	,	87.86
4.62	,	85.75
5.28	,	83.64
6.48	,	80.05
11.99	,	64.56
17.5	,	49.06
23.02	,	33.54
28.54	,	18.02
29.21	,	15.93
29.2	,	15.74
29.18	,	15.56
29.17	,	15.37
24.76	,	28.1
17.88	,	48.07
10.99	,	68.07
4.11	,	88.06
2.72	,	92
9.39	,	72.43
16.06	,	52.83
22.72	,	33.23
28.11	,	17.27
27.33	,	18.92
26.56	,	20.57
25.78	,	22.22
25	,	23.87
25.18	,	23.09
25.43	,	22.15
25.67	,	21.2
25.92	,	20.26
21.95	,	32.39
16.21	,	50.06
10.46	,	67.74
4.71	,	85.42
1.66	,	94.8
1.67	,	94.77
1.67	,	94.73
1.68	,	94.69
2.43	,	92.15
5.55	,	81.52
8.67	,	70.88
11.79	,	60.25
14.9	,	49.65
13.53	,	54.44
12.16	,	59.24
10.79	,	64.04
9.42	,	68.85
9.19	,	69.62
9.31	,	69.15
9.43	,	68.67
9.56	,	68.17
8.55	,	71.53
6.55	,	78.25
4.54	,	84.99
2.52	,	91.74
1.07	,	96.61
0.91	,	97.12
0.75	,	97.62
0.6	,	98.13
0.46	,	98.58
0.56	,	98.23
0.67	,	97.87
0.78	,	97.52
0.89	,	97.16
1.95	,	93.56
3.21	,	89.31
4.48	,	85.03
5.75	,	80.73
8.71	,	69.67
12.78	,	54.23
16.83	,	38.83
20.88	,	23.45
23.46	,	13.56
23.58	,	12.83
23.71	,	12.09
23.84	,	11.35
23.94	,	10.77
23.79	,	11.25
23.64	,	11.73
23.48	,	12.22
23.33	,	12.72
19.03	,	29.04
14.31	,	46.95
9.59	,	64.87
4.86	,	82.8
3.41	,	88.32
3.52	,	87.92
3.62	,	87.53
3.73	,	87.12
3.79	,	86.91
3.78	,	86.94
3.76	,	86.97
3.75	,	86.99
3.64	,	87.36
3.17	,	89.01
2.7	,	90.66
2.23	,	92.31
1.76	,	93.97
2.15	,	92.58
2.55	,	91.13
2.95	,	89.68
3.36	,	88.23
3.26	,	88.58
2.99	,	89.54
2.72	,	90.49
2.45	,	91.45
2.2	,	92.33
1.97	,	93.15
1.73	,	93.97
1.5	,	94.79
1.3	,	95.52
1.15	,	96.04
1	,	96.56
0.85	,	97.08
0.71	,	97.57
0.7	,	97.6
0.69	,	97.63
0.68	,	97.66
0.67	,	97.69
0.86	,	97.06
1.08	,	96.29
1.31	,	95.49
1.55	,	94.67
2.13	,	92.55
2.93	,	89.57
3.74	,	86.6
4.54	,	83.63
5.08	,	81.58
5.19	,	81.08
5.29	,	80.59
5.39	,	80.12
5.29	,	80.4
4.01	,	85.14
2.74	,	89.87
1.46	,	94.61
0.18	,	99.35
0.86	,	96.82
1.73	,	93.59
2.6	,	90.36
3.47	,	87.13
3.94	,	85.36
4.22	,	84.26
4.49	,	83.17
4.77	,	82.07
5.03	,	81.03
5.27	,	80.09
5.51	,	79.14
5.75	,	78.18
6.53	,	74.95
9.17	,	63.99
11.79	,	53.05
14.42	,	42.12
17.05	,	31.2
17.12	,	30.76
17.19	,	30.35
17.25	,	29.94
17.32	,	29.54
15.34	,	37.87
12.76	,	48.77
10.19	,	59.65
7.61	,	70.54
5.87	,	77.68
4.83	,	81.68
3.79	,	85.68
2.75	,	89.69
3.45	,	87.36
7.94	,	71.23
12.44	,	55.09
16.93	,	38.94
21.05	,	24.09
21.2	,	22.96
21.35	,	21.84
21.5	,	20.71
21.66	,	19.58
22.18	,	17.56
22.77	,	15.4
23.36	,	13.23
23.95	,	11.07
24	,	10.74
23.74	,	11.49
23.47	,	12.24
23.21	,	12.98
23.18	,	12.88
23.49	,	11.51
23.8	,	10.15
24.11	,	8.78
23.36	,	11.48
17.72	,	32.85
12.08	,	54.23
6.44	,	75.61
0.79	,	97.01
3.21	,	86.67
6.04	,	74.7
8.87	,	62.72
11.7	,	50.73
11.58	,	51.34
10.33	,	56.74
9.08	,	62.15
7.83	,	67.57
7.64	,	68.36
8.52	,	64.48
9.4	,	60.59
10.29	,	56.68
10.41	,	56.09
8.48	,	64.37
6.55	,	72.67
4.62	,	81
2.81	,	88.78
3.6	,	85.38
4.38	,	81.99
5.17	,	78.59
5.95	,	75.19
5.09	,	78.83
3.86	,	83.99
2.63	,	89.15
1.41	,	94.32
0.99	,	96.07
1.13	,	95.49
1.27	,	94.91
1.41	,	94.34
1.38	,	94.44
1.08	,	95.68
0.77	,	96.92
0.47	,	98.16
0.23	,	99.13
0.37	,	98.58
0.51	,	98.03
0.65	,	97.47
0.79	,	96.92
1.16	,	95.32
1.55	,	93.64
1.94	,	91.97
2.33	,	90.3
2.34	,	90.27
2.18	,	90.93
2.02	,	91.6
1.87	,	92.26
1.94	,	91.91
2.28	,	90.44
2.62	,	88.96
2.96	,	87.47
3.09	,	86.89
2.57	,	89.1
2.06	,	91.31
1.55	,	93.53
1.04	,	95.72
0.88	,	96.39
0.72	,	97.06
0.56	,	97.73
0.4	,	98.4
0.35	,	98.58
0.34	,	98.63
0.33	,	98.69
0.31	,	98.75
0.31	,	98.76
0.31	,	98.73
0.32	,	98.71
0.32	,	98.69
0.33	,	98.67
0.33	,	98.67
0.33	,	98.66
0.33	,	98.66
0.34	,	98.61
0.42	,	98.26
0.5	,	97.91
0.59	,	97.56
0.67	,	97.21
0.78	,	96.7
0.9	,	96.18
1.02	,	95.65
1.14	,	95.12
3.19	,	85.11
6.14	,	70.66
9.1	,	56.21
12.05	,	41.75
14.07	,	31.5
14.98	,	26.22
15.9	,	20.93
16.82	,	15.66
17.19	,	13.43
15.82	,	20.99
14.46	,	28.55
13.09	,	36.09
11.71	,	43.7
9.1	,	56.37
6.48	,	69.07
3.85	,	81.78
1.23	,	94.5
0.6	,	97.49
0.5	,	97.92
0.39	,	98.36
0.29	,	98.8
0.58	,	97.47
1.18	,	94.82
1.78	,	92.17
2.38	,	89.51
3.75	,	82.66
6.57	,	67.96
9.38	,	53.25
12.2	,	38.55
14.23	,	27.89
10.88	,	44.97
7.53	,	62.05
4.18	,	79.13
0.83	,	96.21
1.16	,	94.82
1.86	,	91.53
2.57	,	88.25
3.27	,	84.98
3.1	,	85.77
2.53	,	88.42
1.96	,	91.06
1.39	,	93.69
1	,	95.49
0.82	,	96.32
0.64	,	97.16
0.45	,	98
0.31	,	98.65
0.3	,	98.7
0.29	,	98.76
0.27	,	98.81
0.26	,	98.87
0.21	,	99.1
0.16	,	99.33
0.1	,	99.55
0.05	,	99.78
0.11	,	99.52
0.2	,	99.14
0.29	,	98.76
0.37	,	98.38
0.5	,	97.8
0.66	,	97.05
0.83	,	96.3
0.99	,	95.54
1.16	,	94.68
1.35	,	93.63
1.54	,	92.57
1.73	,	91.51
2.41	,	87.94
6	,	69.26
9.59	,	50.59
13.18	,	31.93
16.76	,	13.26
17	,	11
16.96	,	10.11
16.91	,	9.22
16.87	,	8.33
16.84	,	8.09
16.82	,	8.13
16.79	,	8.17
16.77	,	8.2
16.73	,	7.96
16.68	,	7.43
16.64	,	6.9
16.59	,	6.38
16.54	,	6
16.48	,	6.05
16.42	,	6.1
16.36	,	6.15
3.55	,	83.4
3.04	,	85.47
2.53	,	87.54
2.02	,	89.61
7.82	,	63.38
13.74	,	36.63
19.66	,	9.87
14.31	,	34.46
7.93	,	63.73
1.55	,	93
0.54	,	97.61
0.47	,	97.9
0.4	,	98.18
1.72	,	92.04
3.42	,	84.14
5.12	,	76.24
5.26	,	75.48
4.78	,	77.5
4.31	,	79.52
4.41	,	78.88
4.82	,	76.85
5.22	,	74.81
4.87	,	76.55
4	,	80.91
3.12	,	85.27
2.33	,	89.13
1.62	,	92.53
0.9	,	95.92
0.79	,	96.47
1.4	,	93.66
2.01	,	90.85
3.36	,	84.03
5.87	,	71.04
8.37	,	58.05
9.86	,	50.37
9.24	,	53.53
8.62	,	56.69
8.29	,	58.95
8.72	,	58.69
9.15	,	58.43
9.14	,	59.72
7.34	,	67.28
5.54	,	74.83
3.95	,	81.51
3.72	,	82.48
3.48	,	83.45
3.25	,	84.43
2.97	,	85.6
2.68	,	86.76
2.4	,	87.93
2.49	,	87.16
2.57	,	86.39
2.66	,	85.63
3.25	,	82.92
3.89	,	80.07
4.52	,	77.23
7.46	,	63.88
10.75	,	48.97
14.03	,	34.07
13.54	,	36.16
12.13	,	42.35
10.72	,	48.53
10.29	,	49.94
10.21	,	49.67
10.13	,	49.4
7.93	,	60.24
4.72	,	76.41
1.5	,	92.58
0.27	,	98.77
0.3	,	98.58
0.32	,	98.39
0.34	,	98.3
0.34	,	98.3
0.35	,	98.3
1.91	,	91.02
5.17	,	75.85
8.43	,	60.69
9.18	,	57.21
6.4	,	70.22
3.62	,	83.24
1.87	,	91.38
2.08	,	90.44
2.28	,	89.5
2.3	,	89.39
1.88	,	91.38
1.46	,	93.37
1.45	,	93.44
2.86	,	86.63
4.27	,	79.82
5.32	,	74.67
4.36	,	78.72
3.39	,	82.76
2.71	,	85.44
4.97	,	73.94
7.23	,	62.44
9.39	,	51.42
7.66	,	61.02
5.93	,	70.63
4.2	,	80.24
3.2	,	84.95
2.23	,	89.45
1.26	,	93.94
2.02	,	89.88
2.99	,	84.79
3.96	,	79.7
3.32	,	82.97
2.34	,	88
1.36	,	93.03
1.39	,	92.88
1.75	,	91.1
2.1	,	89.33
2.32	,	87.74
2.47	,	86.23
2.63	,	84.72
2.42	,	86.21
1.99	,	89.44
1.56	,	92.67
1.2	,	94.78
0.89	,	96.03
0.58	,	97.27
0.41	,	97.96
0.38	,	98.11
0.35	,	98.26
1.48	,	91.81
4.11	,	76.79
6.73	,	61.76
7.54	,	57.17
5.24	,	70.35
2.93	,	83.54
1.24	,	93.26
0.92	,	95.07
0.6	,	96.88
0.41	,	98.02
0.61	,	97.01
0.81	,	96
1.99	,	90.04
7.82	,	60.54
13.65	,	31.03
18.71	,	5.44
17.47	,	11.98
16.22	,	18.52
14.99	,	24.92
14.07	,	28.04
13.16	,	31.17
12.24	,	34.3
9.86	,	46.28
7.44	,	58.45
5.02	,	70.62
3.6	,	78.87
2.27	,	86.75
0.95	,	94.62
1.16	,	93.28
1.65	,	90.27
2.14	,	87.27
2.96	,	83.29
3.88	,	79.03
4.79	,	74.78
3.91	,	79.5
2.33	,	87.76
0.75	,	96.03
0.34	,	98.1
0.56	,	96.87
0.78	,	95.64
1.32	,	92.72
2.09	,	88.62
2.86	,	84.52
3.17	,	82.69
3.07	,	82.96
2.97	,	83.22
2.6	,	85.15
1.93	,	89.08
1.25	,	93
0.97	,	94.44
1.31	,	91.99
1.66	,	89.53
1.8	,	88.58
1.51	,	90.74
1.22	,	92.9
0.94	,	94.86
0.69	,	96.23
0.44	,	97.6
0.22	,	98.77
0.16	,	99.12
0.1	,	99.48
0.04	,	99.79
0.03	,	99.82
0.03	,	99.85
0.03	,	99.87
0.07	,	99.62
0.12	,	99.38
0.16	,	99.14
5.06	,	76.78
9.97	,	54.38
14.88	,	31.99
10.62	,	51.45
5.7	,	73.9
0.79	,	96.36
0.14	,	99.29
0.14	,	99.26
0.14	,	99.22
0.18	,	99
0.23	,	98.73
0.28	,	98.47
2.01	,	88.7
4.33	,	75.55
6.65	,	62.4
8.12	,	53.56
9.19	,	46.82
10.25	,	40.08
10.2	,	40.16
9.43	,	44.66
8.65	,	49.16
9.26	,	46.99
11.04	,	39.15
12.82	,	31.32
11.65	,	38.3
7.25	,	61.57
2.85	,	84.83
2.25	,	87.42
7.13	,	60.35
12	,	33.29
14.76	,	16.22
13.52	,	18.08
12.29	,	19.93
10.48	,	27.65
7.19	,	50.39
3.9	,	73.14
1.23	,	91.57
0.84	,	94.27
0.46	,	96.97
0.13	,	99.23
0.16	,	98.98
0.19	,	98.74
0.29	,	98.14
1.04	,	93.64
1.79	,	89.13
2.52	,	84.74
2.28	,	86.15
2.04	,	87.56
1.8	,	88.98
2	,	87.81
2.23	,	86.53
2.45	,	85.24
1.77	,	89.34
0.98	,	94.11
0.19	,	98.88
0.1	,	99.35
0.17	,	98.89
3.35	,	91.63
2.64	,	93.39
1.94	,	95.15
1.23	,	96.92
0.84	,	97.89
1.6	,	95.96
2.35	,	94.04
3.11	,	92.12
3.86	,	90.2
3.62	,	90.82
3.35	,	91.51
3.08	,	92.2
2.81	,	92.88
2.51	,	93.65
2.2	,	94.44
1.89	,	95.23
1.58	,	96.02
1.28	,	96.78
0.98	,	97.53
0.68	,	98.28
0.39	,	99.03
0.2	,	99.51
0.32	,	99.19
0.45	,	98.87
0.58	,	98.55
0.7	,	98.23
0.66	,	98.33
0.62	,	98.43
0.59	,	98.53
0.55	,	98.62
0.7	,	98.22
0.91	,	97.68
1.12	,	97.12
1.33	,	96.57
1.34	,	96.56
1.16	,	97.02
0.98	,	97.49
0.79	,	97.96
0.86	,	97.77
1.54	,	95.96
2.22	,	94.16
2.9	,	92.36
3.64	,	90.38
5.64	,	84.81
7.65	,	79.22
9.66	,	73.62
11.68	,	68
15.5	,	56.58
19.74	,	43.81
23.98	,	31.05
28.22	,	18.28
30.04	,	12.73
30.03	,	12.64
30.03	,	12.55
30.02	,	12.46
28.5	,	16.96
23.91	,	30.75
19.33	,	44.55
14.74	,	58.36
10.34	,	71.54
7.94	,	78.16
5.55	,	84.77
3.15	,	91.37
0.76	,	97.97
0.4	,	98.97
0.39	,	98.99
0.38	,	99.02
0.37	,	99.04
0.38	,	99.02
0.4	,	98.95
0.42	,	98.89
0.44	,	98.83
0.45	,	98.79
0.45	,	98.8
0.45	,	98.8
0.45	,	98.8
0.77	,	97.9
3.16	,	91.25
5.54	,	84.59
7.93	,	77.93
10.33	,	71.25
13.9	,	60.05
17.6	,	48.34
21.3	,	36.63
25.01	,	24.91
26.46	,	20.19
26.74	,	19.1
27.03	,	18.01
27.31	,	16.94
25.27	,	23.11
20.06	,	39.22
14.85	,	55.32
9.64	,	71.44
5.2	,	85.13
4.2	,	88.02
3.19	,	90.92
2.19	,	93.81
1.19	,	96.7
2.29	,	93.48
3.51	,	89.9
4.73	,	86.31
5.97	,	82.71
6.18	,	82.04
5.99	,	82.58
5.79	,	83.13
5.59	,	83.67
4.89	,	85.7
3.64	,	89.38
2.38	,	93.06
1.12	,	96.76
0.16	,	99.56
0.23	,	99.36
0.3	,	99.17
0.37	,	98.98
0.43	,	98.79
0.67	,	98.09
0.91	,	97.4
1.15	,	96.71
1.39	,	96.02
2.15	,	93.71
3.08	,	90.9
4.01	,	88.08
4.93	,	85.26
4.83	,	85.56
3.8	,	88.69
2.76	,	91.81
1.73	,	94.93
0.99	,	97.15
0.98	,	97.16
0.97	,	97.18
0.96	,	97.2
0.98	,	97.14
1.47	,	95.65
1.96	,	94.17
2.45	,	92.68
2.94	,	91.2
2.81	,	91.59
2.54	,	92.4
2.28	,	93.2
2.02	,	94
2.07	,	93.83
2.34	,	92.97
2.62	,	92.11
2.89	,	91.26
3.3	,	89.97
3.96	,	87.86
4.62	,	85.75
5.28	,	83.64
6.48	,	80.05
11.99	,	64.56
17.5	,	49.06
23.02	,	33.54
28.54	,	18.02
29.21	,	15.93
29.2	,	15.74
29.18	,	15.56
29.17	,	15.37
24.76	,	28.1
17.88	,	48.07
10.99	,	68.07
4.11	,	88.06
2.72	,	92
9.39	,	72.43
16.06	,	52.83
22.72	,	33.23
28.11	,	17.27
27.33	,	18.92
26.56	,	20.57
25.78	,	22.22
25	,	23.87
25.18	,	23.09
25.43	,	22.15
25.67	,	21.2
25.92	,	20.26
21.95	,	32.39
16.21	,	50.06
10.46	,	67.74
4.71	,	85.42
1.66	,	94.8
1.67	,	94.77
1.67	,	94.73
1.68	,	94.69
2.43	,	92.15
5.55	,	81.52
8.67	,	70.88
11.79	,	60.25
14.9	,	49.65
13.53	,	54.44
12.16	,	59.24
10.79	,	64.04
9.42	,	68.85
9.19	,	69.62
9.31	,	69.15
9.43	,	68.67
9.56	,	68.17
8.55	,	71.53
6.55	,	78.25
4.54	,	84.99
2.52	,	91.74
1.07	,	96.61
0.91	,	97.12
0.75	,	97.62
0.6	,	98.13
0.46	,	98.58
0.56	,	98.23
0.67	,	97.87
0.78	,	97.52
0.89	,	97.16
1.95	,	93.56
3.21	,	89.31
4.48	,	85.03
5.75	,	80.73
8.71	,	69.67
12.78	,	54.23
16.83	,	38.83
20.88	,	23.45
23.46	,	13.56
23.58	,	12.83
23.71	,	12.09
23.84	,	11.35
23.94	,	10.77
23.79	,	11.25
23.64	,	11.73
23.48	,	12.22
23.33	,	12.72
19.03	,	29.04
14.31	,	46.95
9.59	,	64.87
4.86	,	82.8
3.41	,	88.32
3.52	,	87.92
3.62	,	87.53
3.73	,	87.12
3.79	,	86.91
3.78	,	86.94
3.76	,	86.97
3.75	,	86.99
3.64	,	87.36
3.17	,	89.01
2.7	,	90.66
2.23	,	92.31
1.76	,	93.97
2.15	,	92.58
2.55	,	91.13
2.95	,	89.68
3.36	,	88.23
3.26	,	88.58
2.99	,	89.54
2.72	,	90.49
2.45	,	91.45
2.2	,	92.33
1.97	,	93.15
1.73	,	93.97
1.5	,	94.79
1.3	,	95.52
1.15	,	96.04
1	,	96.56
0.85	,	97.08
0.71	,	97.57
0.7	,	97.6
0.69	,	97.63
0.68	,	97.66
0.67	,	97.69
0.86	,	97.06
1.08	,	96.29
1.31	,	95.49
1.55	,	94.67
2.13	,	92.55
2.93	,	89.57
3.74	,	86.6
4.54	,	83.63
5.08	,	81.58
5.19	,	81.08
5.29	,	80.59
5.39	,	80.12
5.29	,	80.4
4.01	,	85.14
2.74	,	89.87
1.46	,	94.61
0.18	,	99.35
0.86	,	96.82
1.73	,	93.59
2.6	,	90.36
3.47	,	87.13
3.94	,	85.36
4.22	,	84.26
4.49	,	83.17
4.77	,	82.07
5.03	,	81.03
5.27	,	80.09
5.51	,	79.14
5.75	,	78.18
6.53	,	74.95
9.17	,	63.99
11.79	,	53.05
14.42	,	42.12
17.05	,	31.2
17.12	,	30.76
17.19	,	30.35
17.25	,	29.94
17.32	,	29.54
15.34	,	37.87
12.76	,	48.77
10.19	,	59.65
7.61	,	70.54
5.87	,	77.68
4.83	,	81.68
3.79	,	85.68
2.75	,	89.69
3.45	,	87.36
7.94	,	71.23
12.44	,	55.09
16.93	,	38.94
21.05	,	24.09
21.2	,	22.96
21.35	,	21.84
21.5	,	20.71
21.66	,	19.58
22.18	,	17.56
22.77	,	15.4
23.36	,	13.23
23.95	,	11.07
24	,	10.74
23.74	,	11.49
23.47	,	12.24
23.21	,	12.98
23.18	,	12.88
23.49	,	11.51
23.8	,	10.15
24.11	,	8.78
23.36	,	11.48
17.72	,	32.85
12.08	,	54.23
6.44	,	75.61
0.79	,	97.01
3.21	,	86.67
6.04	,	74.7
8.87	,	62.72
11.7	,	50.73
11.58	,	51.34
10.33	,	56.74
9.08	,	62.15
7.83	,	67.57
7.64	,	68.36
8.52	,	64.48
9.4	,	60.59
10.29	,	56.68
10.41	,	56.09
8.48	,	64.37
6.55	,	72.67
4.62	,	81
2.81	,	88.78
3.6	,	85.38
4.38	,	81.99
5.17	,	78.59
5.95	,	75.19
5.09	,	78.83
3.86	,	83.99
2.63	,	89.15
1.41	,	94.32
0.99	,	96.07
1.13	,	95.49
1.27	,	94.91
1.41	,	94.34
1.38	,	94.44
1.08	,	95.68
0.77	,	96.92
0.47	,	98.16
0.23	,	99.13
0.37	,	98.58
0.51	,	98.03
0.65	,	97.47
0.79	,	96.92
1.16	,	95.32
1.55	,	93.64
1.94	,	91.97
2.33	,	90.3
2.34	,	90.27
2.18	,	90.93
2.02	,	91.6
1.87	,	92.26
1.94	,	91.91
2.28	,	90.44
2.62	,	88.96
2.96	,	87.47
3.09	,	86.89
2.57	,	89.1
2.06	,	91.31
1.55	,	93.53
1.04	,	95.72
0.88	,	96.39
0.72	,	97.06
0.56	,	97.73
0.4	,	98.4
0.35	,	98.58
0.34	,	98.63
0.33	,	98.69
0.31	,	98.75
0.31	,	98.76
0.31	,	98.73
0.32	,	98.71
0.32	,	98.69
0.33	,	98.67
0.33	,	98.67
0.33	,	98.66
0.33	,	98.66
0.34	,	98.61
0.42	,	98.26
0.5	,	97.91
0.59	,	97.56
0.67	,	97.21
0.78	,	96.7
0.9	,	96.18
1.02	,	95.65
1.14	,	95.12
3.19	,	85.11
6.14	,	70.66
9.1	,	56.21
12.05	,	41.75
14.07	,	31.5
14.98	,	26.22
15.9	,	20.93
16.82	,	15.66
17.19	,	13.43
15.82	,	20.99
14.46	,	28.55
13.09	,	36.09
11.71	,	43.7
9.1	,	56.37
6.48	,	69.07
3.85	,	81.78
1.23	,	94.5
0.6	,	97.49
0.5	,	97.92
0.39	,	98.36
0.29	,	98.8
0.58	,	97.47
1.18	,	94.82
1.78	,	92.17
2.38	,	89.51
3.75	,	82.66
6.57	,	67.96
9.38	,	53.25
12.2	,	38.55
14.23	,	27.89
10.88	,	44.97
7.53	,	62.05
4.18	,	79.13
0.83	,	96.21
1.16	,	94.82
1.86	,	91.53
2.57	,	88.25
3.27	,	84.98
3.1	,	85.77
2.53	,	88.42
1.96	,	91.06
1.39	,	93.69
1	,	95.49
0.82	,	96.32
0.64	,	97.16
0.45	,	98
0.31	,	98.65
0.3	,	98.7
0.29	,	98.76
0.27	,	98.81
0.26	,	98.87
0.21	,	99.1
0.16	,	99.33
0.1	,	99.55
0.05	,	99.78
0.11	,	99.52
0.2	,	99.14
0.29	,	98.76
0.37	,	98.38
0.5	,	97.8
0.66	,	97.05
0.83	,	96.3
0.99	,	95.54
1.16	,	94.68
1.35	,	93.63
1.54	,	92.57
1.73	,	91.51
2.41	,	87.94
6	,	69.26
9.59	,	50.59
13.18	,	31.93
16.76	,	13.26
17	,	11
16.96	,	10.11
16.91	,	9.22
16.87	,	8.33
16.84	,	8.09
16.82	,	8.13
16.79	,	8.17
16.77	,	8.2
16.73	,	7.96
16.68	,	7.43
16.64	,	6.9
16.59	,	6.38
16.54	,	6
16.48	,	6.05
16.42	,	6.1
16.36	,	6.15
3.55	,	83.4
3.04	,	85.47
2.53	,	87.54
2.02	,	89.61
7.82	,	63.38
13.74	,	36.63
19.66	,	9.87
14.31	,	34.46
7.93	,	63.73
1.55	,	93
0.54	,	97.61
0.47	,	97.9
0.4	,	98.18
1.72	,	92.04
3.42	,	84.14
5.12	,	76.24
5.26	,	75.48
4.78	,	77.5
4.31	,	79.52
4.41	,	78.88
4.82	,	76.85
5.22	,	74.81
4.87	,	76.55
4	,	80.91
3.12	,	85.27
2.33	,	89.13
1.62	,	92.53
0.9	,	95.92
0.79	,	96.47
1.4	,	93.66
2.01	,	90.85
3.36	,	84.03
5.87	,	71.04
8.37	,	58.05
9.86	,	50.37
9.24	,	53.53
8.62	,	56.69
8.29	,	58.95
8.72	,	58.69
9.15	,	58.43
9.14	,	59.72
7.34	,	67.28
5.54	,	74.83
3.95	,	81.51
3.72	,	82.48
3.48	,	83.45
3.25	,	84.43
2.97	,	85.6
2.68	,	86.76
2.4	,	87.93
2.49	,	87.16
2.57	,	86.39
2.66	,	85.63
3.25	,	82.92
3.89	,	80.07
4.52	,	77.23
7.46	,	63.88
10.75	,	48.97
14.03	,	34.07
13.54	,	36.16
12.13	,	42.35
10.72	,	48.53
10.29	,	49.94
10.21	,	49.67
10.13	,	49.4
7.93	,	60.24
4.72	,	76.41
1.5	,	92.58
0.27	,	98.77
0.3	,	98.58
0.32	,	98.39
0.34	,	98.3
0.34	,	98.3
0.35	,	98.3
1.91	,	91.02
5.17	,	75.85
8.43	,	60.69
9.18	,	57.21
6.4	,	70.22
3.62	,	83.24
1.87	,	91.38
2.08	,	90.44
2.28	,	89.5
2.3	,	89.39
1.88	,	91.38
1.46	,	93.37
1.45	,	93.44
2.86	,	86.63
4.27	,	79.82
5.32	,	74.67
4.36	,	78.72
3.39	,	82.76
2.71	,	85.44
4.97	,	73.94
7.23	,	62.44
9.39	,	51.42
7.66	,	61.02
5.93	,	70.63
4.2	,	80.24
3.2	,	84.95
2.23	,	89.45
1.26	,	93.94
2.02	,	89.88
2.99	,	84.79
3.96	,	79.7
3.32	,	82.97
2.34	,	88
1.36	,	93.03
1.39	,	92.88
1.75	,	91.1
2.1	,	89.33
2.32	,	87.74
2.47	,	86.23
2.63	,	84.72
2.42	,	86.21
1.99	,	89.44
1.56	,	92.67
1.2	,	94.78
0.89	,	96.03
0.58	,	97.27
0.41	,	97.96
0.38	,	98.11
0.35	,	98.26
1.48	,	91.81
4.11	,	76.79
6.73	,	61.76
7.54	,	57.17
5.24	,	70.35
2.93	,	83.54
1.24	,	93.26
0.92	,	95.07
0.6	,	96.88
0.41	,	98.02
0.61	,	97.01
0.81	,	96
1.99	,	90.04
7.82	,	60.54
13.65	,	31.03
18.71	,	5.44
17.47	,	11.98
16.22	,	18.52
14.99	,	24.92
14.07	,	28.04
13.16	,	31.17
12.24	,	34.3
9.86	,	46.28
7.44	,	58.45
5.02	,	70.62
3.6	,	78.87
2.27	,	86.75
0.95	,	94.62
1.16	,	93.28
1.65	,	90.27
